sentence,label
Die Gesetze sind nicht in Leichter Sprache.,1
Öffentlicher Personen-Nahverkehr Öffentlicher Personen-Nahverkehr ist Verkehr mit Bussen und Bahnen.,1
In Eckernförde gibt es viele Buslinien.,1
In der Stadt fahren Niederflur-Busse.,1
Diese Busse kann man mit dem Rollstuhl benutzen.,1
Diese Busse gehören der Firma Stadt-Verkehr Eckernförde.,1
Andere Busse fahren zwischen der Stadt und der Umgebung.,1
Die Firma Autokraft betreibt den Bus-Verkehr außerhalb der Stadt.,1
In Eckernförde gibt es auch einen Bahnhof.,1
Die Regionalbahn fährt alle 30 Minuten nach Eckernförde.,1
Sie kommt zum Beispiel von Kiel oder Flensburg.,1
Fahrpläne der Firma Stadtverkehr Eckernförde Linie 1 = Borby - Wilhelmstal - Grasholz Linie 2 = Grasholz - Diestelkamp - Wilhelmstal - Borby Linie 3 = Grasholz - Wilhelmstal - Grasholz (Sa.,1
u.,1
So./Feiertag) Linie 4 = Borby - Domsland - Schulzentrum Süd -Schiefkoppel - Borby Sie können Fahr-Karten direkt beim Busfahrer kaufen.,1
Das gilt auch für Monats-Karten.,1
Nicht jede Bus-Haltestelle ist nur zum Warten da!,1
Im Juli 2006 gab es zum 1.,1
Mal eine Aktion an Bus-Haltestellen.,1
Künstler und Menschen aus Eckernförde haben die Warte-Häuschen gestaltet.,1
Sie haben die Warte-Häuschen zum Beispiel angemalt.,1
Die Menschen fanden die gestalteten Warte-Häuschen gut.,1
Seitdem wird die Aktion jedes Jahr neu gemacht.,1
Die Aktion heißt Blühende Verbindungen.,1
Was ist ein Flächen-Nutzungs-Plan?,1
Ein Flächen-Nutzungs-Plan gilt für die ganze Gemeinde.,1
Zum Beispiel die ganze Stadt Eckernförde.,1
In dem Plan finden Sie wichtige Infos zu allen Flächen.,1
Flächen sind Teile vom Land in der Gemeinde.,1
Sie können im Plan erkennen: Dafür dürfen Sie die Flächen benutzen.,1
Grundstücke sind Teile von den Flächen.,1
Der Flächen-Nutzungs-Plan beschreibt nicht einzelne Grundstücke.,1
Der Plan gilt für die nächsten 10 bis 15 Jahre.,1
Dadurch können Sie sehen: Das soll in Zukunft auf den Flächen in der Gemeinde passieren.,1
Zum Flächen-Nutzungs-Plan gehört auch eine Begründung.,1
In der Begründung steht: Darum hat die Gemeinde den Flächen-Nutzungs-Plan so geschrieben.,1
Der Flächen-Nutzungs-Plan bereitet andere Pläne vor.,1
Der Flächen-Nutzungs-Plan ist wichtig für die Gemeinde.,1
Für Bebauungs-Pläne muss die Gemeinde den Flächen-Nutzungs-Plan beachten.,1
Und für andere Planungen.,1
Und als Hilfe bei Ideen für Bauen außerhalb von der Stadt.,1
Jeder Mensch darf den Flächen-Nutzungs-Plan lesen Jeder Mensch darf auch die Begründung zum Plan lesen.,1
Flächen-Nutzungs-Plan und Begründung sind nicht in Leichter Sprache.,1
Bei Fragen zum Flächen-Nutzungsplan hilft die Bau-Aufsicht.,1
Auf dieser Seite finden sie mehr Infos zur Bau-Aufsicht.,1
Die Seite von der Bau-Aufsicht ist nicht in Leichter Sprache.,1
Bauaufsicht,1
Öffentlichkeits-Beteiligung und Behörden-Beteiligung an Bau-Leitplan-Verfahren Die Bau-Leitplan-Verfahren haben feste Regeln.,1
Am Bau-Leitplan-Verfahren dürfen viele teilnehmen: Behörden Behörden heißen auch Ämter.,1
Behörden bearbeiten wichtige Aufgaben.,1
Das tun sie für den Staat oder für eine Gemeinde.,1
die Bürgerinnen und Bürger Beim Bau-Leitplan-Verfahren gibt es eine Aufforderung.,1
Die Aufforderung heißt Bekanntmachung.,1
Von der Bekanntmachung sollen alle Bürger wissen.,1
Die Bekanntmachung ist die Aufforderung zur Beteiligung am Bau-Leitplan-Verfahren.,1
Auf einer Internet-Seite finden Sie dazu Informationen.,1
Sie finden alle Bau-Leitplan-Verfahren bei denen es Beteiligung gibt.,1
Und Verfahren bei denen es bald Beteiligung geben wird.,1
"Behörden, Gruppen und Personen können dann mitmachen.",1
Sie dürfen ihre Meinung abgeben.,1
Alle Verfahren sind auf der Internetseite Bauleitplanung-Online-Beteiligung Schleswig-Holstein.,1
Die Abkürzung für diesen Namen ist BOB-SH.,1
Dort sind alle Beteiligungen bekannt gemacht.,1
Sie können auf der Internet-Seite alle Pläne und Texte zur Planung ansehen.,1
Sie können dort auch online Ihre Meinung abgeben.,1
Viele Texte auf der BOB-SH Seite sind nicht in Leichter Sprache.,1
Frühzeitige Öffentlichkeits- und Behörden-Beteiligung an Bau-Leit-Verfahren Hier gibt es gerade keine Infos.,1
Öffentlichkeits- und Behörden-Beteiligung an Bau-Leit-Verfahren Bebauungsplan Nr.,1
"4/10 ""westliches Gängeviertel - zwischen Pastorengang und Rektorgang"" Vom 18.",1
Juli 2024 bis 29.,1
August 2024 findet die Beteiligung für diesen Bebauungs-Plan statt: Plan Nummer 4/10.,1
Der Plan heißt: Westliches Gängeviertel zwischen Pastorengang und Rektorgang.,1
Dies ist die Beteiligung für alle Gruppen und Personen.,1
Dies ist die Beteiligung wie es vom Gesetz vorgeschrieben ist.,1
Die Entwurfs-planungen sind auf der Online-Beteiligungsplattform BOB-SH.,1
Dort können Sie die Unterlagen einsehen: Benutzen Sie dafür diesen Link: Diese Seite ist nicht in Leichter Sprache.,1
WebAdresse Öffentliche Auslegung BP4/10 Stellungnahmen und Anregungen zu diesem Plan können Sie bis zum 29.,1
August 2024 einsenden.,1
Bitte benutzen Sie möglichst elektronische Mitteilungen.,1
Zum Beispiel direkt auf BOB-SH (https://bob-sh.de/).,1
Oder per Email an bobsh@eckernfoerde.de.,1
Sie können Stellungnahmen aber auch als Brief ans Bauamt von Eckernförde senden.,1
Die Adresse ist: Rathausmarkt 4 - 6 24340 Eckernförde.,1
Sie können während der Öffnungszeiten auch zum Bauamt kommen.,1
Dann schreiben wir die Anmerkungen für Sie auf.,1
Mehr Informationen stehen in der Bekanntmachung.,1
Zur Bekanntmachung kommen Sie über diesen Link.,1
Die Texte von der Bekanntmachung und der Datenschutz-Erklärung sind nicht in Leichter Sprache.,1
Bekanntmachung über die öffentliche Beteiligung BPlan 4/10 Datenschutzerklärung BP 4/10 Erneute Öffentlichkeits-Beteiligung und Behörden-Beteiligung an Bau-Leit-Verfahren Hier gibt es gerade keine Infos Zu jedem Beteiligungs-Verfahren gibt es auch den Landschafts-Plan der Stadt Eckernförde.,1
Zum Landschaftsplan der Stadt Eckernförde kommen Sie mit diesem Link.,1
Der Text ist nicht in Leichter Sprache.,1
Parken in Eckernförde Eckernförde hat viele Parkplätze für Kunden und Besucher.,1
Es gibt Parkplätze für Menschen mit Behinderung.,1
"Zum Beispiel auf den Parkplätzen 1, 3, 4, 5, 6, 9.",1
Und am Park and Ride Parkplatz.,1
Und an Straßen.,1
"Zum Beispiel in der Preußerstraße, und in der Mühlenstraße und an den Parkstreifen Bahnhofstraße, Bachstraße, Taterberg, Kieler Straße Süd und Langebrückstraße.",1
"Gebührenfreie Parkplätze Parkplatz P 1, Grüner Weg 455 Plätze, keine längste Parkzeit Parkplatz P 3, Preußerstraße / Kurpark 213 Plätze, keine längste Parkzeit Gebührenfrei nur vom 01.",1
Oktober bis 30.,1
April.,1
Vom 1.,1
Mai bis 30.,1
September kostet das Parken hier Gebühren.,1
"Parkplatz P 10, Fischerkoppel / Bergstraße 106 Plätze, keine längste Parkzeit Bus-Parkplatz Schulweg Parkplatz für Reisebusse höchstens 3 bis 5 Busse Gebührenpflichtige Parkplätze Parkplatz für Wohnmobil Tages-Gäste P 1,Grüner Weg, Hier können Tages-Gäste Wohnmobile abstellen.",1
20 Plätze für Wohnmobile.,1
Parkzeit höchstens 4 Stunden.,1
"Gebühr: 75 Cent je halbe Stunde, Gebühren müssen das ganze Jahr und zu jeder Tageszeit gezahlt werden.",1
"Parkplatz P 3, Preußerstraße und Kurpark 213 Plätze, Hier gibt es ausgeschilderte Behinderten-Parkplätze Vom 1.",1
Mai bis 30.,1
September kostet es dort Gebühren.,1
Man kann unbegrenzt lange dort parken.,1
Gebühren: 75 Cent je halbe Stunde Man muss dort höchstens 10 Stunden am Tag für Parken zahlen.,1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
Es gibt dort 4 E-Auto Stationen.,1
"Parkplatz P 3, Meerwasser Wellenbad 34 Plätze Man kann unbegrenzt lange dort parken Gebühren: 75 Cent je halbe Stunde Man muss dort höchstens 10 Stunden am Tag für Parken zahlen.",1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
"Parkplatz P 4, Am Exer 230 Plätze, Hier gibt es ausgeschilderte Behinderten-Parkplätze.",1
Man kann unbegrenzt lange dort parken.,1
Gebühren: 75 Cent je halbe Stunde.,1
Man muss dort höchstens 10 Stunden am Tag für Parken zahlen.,1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
"Parkplatz P 5, Gartenstraße, Schulweg, Rathaus 122 Plätze, Hier gibt es ausgeschilderte Behinderten-Parkplätze.",1
Man darf dort höchstens 2 Stunden am Tag parken.,1
Die 1.,1
halbe Stunde ist kostenlos.,1
Dafür gibt es eine extra Taste.,1
"Gebühren 1,00 Euro je halbe Stunde.",1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
Es gibt dort 2 E-Stationen.,1
"Parkplatz P 6a, Parkhaus Noorstraße 177 Plätze Man darf dort höchstens 4 Wochen lang parken.",1
"Gebühren 1,50 Euro pro Stunde.",1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
"Eine Tageskarte kostet 10,- Euro.",1
"Eine Karte für 7 Tage kostet 45,- Euro.",1
Es gibt dort 3 E-Auto Stationen.,1
Parkplatz P 8 Vogelsang / Binnenhafen ist seit 30.,1
"November 2023 gesperrt Parkplatz P 9, Steindamm / Schiffbrücke 59 Plätze Hier gibt es ausgeschilderte Behinderten-Parkplätze.",1
Man darf dort höchstens 2 Stunden am Tag parken.,1
Gebühren: 75 Cent je halbe Stunde.,1
Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
Parkplatz Pavillon B 76 / Südstrand 470 Plätze Vom 1.,1
Mai bis 30.,1
September kostet es dort Gebühren.,1
Man darf dort höchstens 9 Stunden am Tag parken.,1
"Gebühren: 75 Cent je halbe Stunde oder 9,00 Euro für den ganzen Tag.",1
"Man muss hier mindestens 1,00 Euro Parkgebühr zahlen.",1
Das gilt Montag bis Sonntag von 9.00 - 17.00 Uhr.,1
P+R Schulweg / Bahnhof 260 Plätze Man kann unbegrenzt lange dort parken.,1
Gebühren: 50 Cent je halbe Stunde Das gilt Montag bis Sonntag von 9.00 - 19.00 Uhr.,1
"Parkplatz für Übernachtung mit Wohnmobilen Parkplatz P 2, Wohnmobilstellplatz »Stellplatz am Noor», Kakabellenweg 49 Plätze Das kostet 23,00 Euro pro Wohnmobil und Übernachtung.",1
Bis 15 Uhr am Folgetag.,1
Und es kostet Kurtaxe der Stadt.,1
Park-Streifen An diesen Straßen gibt es gebührenpflichtige Park-Streifen: Reeperbahn Bahnhof Am Exer Gaehtjestraße Bei den Parkschein-Automaten kann man Gebühren auf den nächsten Tag übertragen.,1
Man kann die Park-Gebühren auch per Handy.,1
Das geht über die App Easy Park.,1
Die Parkdauer ist höchstens 2 Stunden am Tag.,1
"Gebühren: 0,5 Euro je halbe Stunde Das gilt Montag bis Sonntag von 09.00 - 19.00 Uhr Parken für Pendler mit Bus und Bahnen In Eckernförde gibt es kostenlose Parkplätze für Pendler.",1
Pendler kommen mit dem Auto nach Eckernförde.,1
Pendler arbeiten in Eckernförde.,1
Oder sie fahren von Eckernförde weiter zur Arbeit.,1
Pendler nutzen auch den öffentlichen Nah-Verkehr.,1
Sie fahren von Eckernförde mit Bus oder Bahn weiter.,1
Es gibt 22 Parkplätze für Pendler am Bahnhof.,1
Nur Pendler dürfen diese Parkplätze benutzen.,1
Diese Parkplätze sind für sie reserviert.,1
Das gilt jede Woche von Montag bis Samstag in der Zeit von 5.00 bis 21.00 Uhr.,1
Zu anderen Zeiten sind Pendler Parkplätze für alle kostenlos.,1
Für Pendler ist eine Park-Erlaubnis ist nötig.,1
Nur damit dürfen sie die Plätze als Pendler benutzen.,1
Man kann die Erlaubnis mit einer Email beantragen.,1
Mit der E-Mail muss man diese Sache schicken: eine Kopie vom gültigen Ticket als Pendler mit Bus oder Bahn.,1
Das ist zum Beispiel die Monatskarte.,1
Benutzungs-Bedingungen für den Park-Ausweis: Mit dem Park-Ausweis dürfen Sie den Pendler-Parkplatz benutzen.,1
Es kann aber mehr Ausweise als Parkplätze geben.,1
Der Ausweis ist keine Garantie für einen Parkplatz.,1
Für jede Person gibt es nur einen Park-Ausweis.,1
Mit einem Park-Ausweis dürfen Sie ein Fahrzeug gleichzeitig als Pendler parken.,1
Sie haben mehrere Autos?,1
Sie können ein zweites Kenn-Zeichen angeben.,1
Der Ausweis muss beim Parken im Fahrzeug gut sichtbar sein.,1
Sie haben einen Park-Ausweis für Pendler?,1
Und Sie wollen in der Freizeit privat von Eckernförde aus mit Bus oder Bahn fahren?,1
Dann dürfen Sie den Park-Ausweis und den Pendler Parkplatz Parkplatz nicht nutzen.,1
Weitere Bedingungen stehen in der Benutzungs-Ordnung.,1
Bei Fragen hilft Ihnen Die Bau-Verwaltung.,1
Dort können Sie anrufen: Frau Bäsel Telefon 04351 710 601 oder Frau Daniels Telefon 04351 710 605.,1
Handyparken mit EasyPark Für Smartphones gibt es Programme.,1
Diese Programme heißen Apps- Mit einer App können Sie bestimmte Sachen mit dem Smartphone machen.,1
Mit der EasyPark-App kann man mit demSmart-Phone parken.,1
EasyPark spricht man so aus: Iesie-park.,1
Man kann mit der EasyPark-App zum Beispiel Park-Gebühren bezahlen.,1
Vorteile sind bargeldloses Bezahlen und einfache Nutzung von der App.,1
Dafür müssen Sie die App herunterladen.,1
Herunterladen geht zum Beispiel im AppStore oder PlayStore.,1
Dann installieren Sie die App auf dem Handy.,1
Dann Wählen Sie eine Bezahl-Methode.,1
Damit bestimmen Sie: So bezahle ich in der Zukunft Park-Gebühren mit der EasyPark-App.,1
In der EasyPark-App könne Sie Parken starten oder beenden oder verlängern.,1
Sie zahlen nur für die wirklich geparkte Zeit.,1
EasyPark funktioniert auch in anderen Städten.,1
Kontrolleure können EasyPark prüfen.,1
Sie prüfen ob die Park-Zeit bezahlt ist.,1
Das prüfen die Kontrolleure auf digitale Art.,1
Sie brauchen keine Bestätigung an der Wind-Schutzscheibe.,1
Rats-Versammlung Eine Stadt-Vertretung ist ein Parlament für eine Stadt.,1
Ähnlich wie der Landtag für Schleswig-Holstein.,1
In Eckernförde heißt die Stadt-Vertretung Rats-Versammlung.,1
Die Bürger in Eckernförde wählen die Mitglieder zur Rats-Versammlung.,1
Die Wahl für die Mitglieder findet alle 5 Jahre statt.,1
Die Mitglieder arbeiten ehrenamtlich in der Rats-Versammlung.,1
Sie bekommen für diese Arbeit keinen Lohn.,1
Die Rats-Versammlung soll 27 Mitglieder haben.,1
In der Wahl-Zeit vom Jahr 2023 bis 2028 hat sie mehr Mitglieder.,1
Das liegt an den Stimmen für Parteien bei der letzten Wahl.,1
Zur Zeit sind 38 Mitglieder in der Rats-Versammlung.,1
Seit dem 14.,1
Mai 2023 sind dies die Mitglieder in der Rats-Versammlung: 12 Mitglieder von der Partei SPD 9 Mitglieder von der Partei CDU 6 Mitglieder von der Partei Bündnis 90 - Die Grünen 6 Mitglieder von der Partei SSW 3 Mitglieder von der Partei AfD 2 Mitglieder von der Partei FDP Ausschüsse von der Rats-Versammlung Die Ratsversammlung braucht manchmal Arbeits-Gruppen für bestimmte Themen.,1
Diese Arbeits-Gruppen heißen auch Ausschüsse.,1
In den Ausschüssen sitzen einige Mitglieder der Rats-Versammlung.,1
Die Versammlung wählt die Mitglieder in die Ausschüsse.,1
Sie muss einen Haupt-Ausschuss wählen.,1
"Das Rats-Informations-System Diese Infos finden Sie im Internet im Rats-Informations-System: Die Namen der Mitglieder im Rat, die Termine für Sitzungen von der Rats-Versammlung und Termine von Ausschüssen andere Informationen.",1
Der Bürger-Meister Die Bürger-Meisterin oder der Bürger-Meister vertritt die Stadt.,1
Sie oder er kann zum Beispiel für die Stadt Verträge unterschreiben.,1
Oder wichtige Gäste begrüßen.,1
Sie oder er ist Chefin oder Chef für die Mitarbeiter in der Verwaltung.,1
Die Verwaltung sind Ämter und Behörden von Eckernförde.,1
Die Bürger-Meisterin oder der Bürger-Meister bereitet die Sitzungen der Rats-Versammlung vor.,1
Sie oder er führt die Beschlüsse von der Versammlung aus.,1
Sie oder er macht Sachen die im Gesetz stehen.,1
Das sind seine Aufgaben.,1
Vorsitz der Rats-Versammlung Die Rats-Versammlung wählt eine Person als Vorsitzende oder Vorsitzenden.,1
Diese Person heißt Bürger-Vorsteherin oder Bürger-Vorsteher.,1
Diese Person lädt die Rats-Versammlung zu Sitzungen ein.,1
Das heißt auch: die Rats-Versammlung einberufen.,1
Die Bürger-Vorsteherin oder der Bürger-Vorsteher legt die Tages-Ordnung für die Rats-Versammlung fest.,1
Die Bürger-Vorsteherin oder der Bürger-Vorsteher leitet die Sitzungen der Rats-Versammlung.,1
Sie oder er sorgt dafür: in der Rats-Versammlung werden alle Regeln beachtet.,1
In den Sitzungen geht es gerecht zu.,1
Bürger-Vorsteherin oder Bürger-Vorsteher vertritt die Rats-Versammlung gegenüber der Bürger-Meisterin oder dem Bürger-Meister.,1
Die Bürger-Vorsteherin oder der Bürger-Vorsteher spricht für die Rats-Versammlung bei öffentlichen Terminen.,1
Zum Beispiel bei Feiern.,1
Aufgaben der Rats-Versammlung Die Rats-Versammlung bestimmt die Ziele für die Stadt Eckernförde.,1
Die Sitzungen von der Rats-Versammlung sind meist öffentlich.,1
Öffentliche Sitzung bedeutet: Menschen können zur Sitzung kommen und zusehen.,1
Es gibt aber Ausnahmen.,1
"Wenn das öffentliche Wohl betroffen ist, sind sie nicht öffentlich.",1
Die Rats-Versammlung trifft wichtige Entscheidungen.,1
Sie überwacht die Umsetzung der Entscheidungen.,1
"So soll das passieren, was die Versammlung möchte.",1
Manche Entscheidungen kann sie übertragen.,1
Dann können andere diese Sachen entscheiden.,1
Vom Gesetz bestimmte Aufgaben kann sie nicht übertragen.,1
Zum Beispiel Kauf und Verkauf von Häusern oder Grundstücken von der Gemeinde.,1
Oder die Änderung von Satzungen.,1
Diese Satzungen sind wichtige Regeln in der Gemeinde.,1
Sie sind wie Gesetze für Eckernförde.,1
Die Rats-Versammlung kann Sachen beschließen.,1
Dafür muss sie beschluss-fähig sein.,1
Das gilt für Beschluss-Fähigkeit: Mehr als die Hälfte der Mitglieder muss bei der Versammlung dabei sein.,1
Beschlüsse sind Fragen zu Entscheidungen.,1
Zum Beispiel bei Anträgen.,1
Die Versammlung stimmt über Beschlüsse ab.,1
Die Rats-Versammlung kann einem Beschluss zustimmen.,1
Dafür muss mehr als die Hälfte der Mitglieder dafür sein.,1
Der Beschluss ist dann gefasst.,1
Bei Stimmen-Gleichheit sind Beschlüsse abgelehnt.,1
Ausschüsse Die Rats-Versammlung kann Ausschüsse wählen.,1
Das steht so im Gesetz: Ausschüsse sind eine Art von Arbeits-Gruppe.,1
Ausschüsse reden über bestimmte Themen.,1
